a(a)	a(a)	aN
["a", "A", "A", "a", "a", "A", "A", "A", "A", "a", "a", "a", "A", "A", "A", "A", "a", "a", "a", "a", "A", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "a", "a", "a", "a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "A", "A", "A", "A", "A", "A", "A", "A", "A", "a", "A", "A", "a", "A", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "A", "A", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "a", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "A", "A", "a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "A", "A", "A", "A", "a", "A", "a", "a", "a", "A", "A", "a", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "A", "a", "a", "a", "A", "a", "A", "a", "a", "a", "A", "a", "A", "a", "A", "a", "A", "a", "a", "A", "A", "A", "A", "a", "A", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "A", "a", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "a", "a", "A", "a", "A", "A", "A", "a", "A", "a", "A", "a", "a", "A", "A", "a", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "a", "A", "a", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "A", "a", "a", "A", "A", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "a", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "a", "A", "A", "A", "A", "A", "A", "A", "A", "A", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "A", "a", "A", "A", "a", "a", "A", "A"]	["A", "A", "a", "a", "A", "a", "A", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a"]	0	AN
["a", "a", "A", "a", "A", "a", "a", "A", "A", "a", "A", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "a", "A", "A", "A", "a", "A", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "a", "A", "a", "a", "a", "A", "a", "A"]	["a", "a", "a", "a", "A", "a", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a"]	0	AN
["A", "A", "A", "a", "a", "a", "a", "a", "A"]	["a"]	0	AN
["a", "A", "A", "A", "a", "a", "A", "a", "a", "A", "a", "A", "A", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "A", "A", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "a", "A", "a", "a", "a", "A", "a", "A", "A", "A", "a", "a", "a", "a", "A", "A", "A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "a", "A", "a", "a", "A", "A", "a", "a", "A", "A", "A", "a", "a", "A", "A", "A", "a", "a", "A", "a", "a", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "a", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a", "A", "A", "A", "A", "a", "a", "A", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "A", "A", "a", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "a", "a", "a", "a", "a", "a", "A", "A", "A", "a", "A", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a", "a", "a", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "A", "a", "a", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "a", "a", "a", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "A", "A", "A", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "A", "A", "A", "A", "a", "A", "A", "A", "A", "a", "a", "A", "A", "A", "A", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a", "a", "A"]	["a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "a", "a", "A", "A", "A", "A", "a", "a", "A", "A", "A", "a", "A", "a"]	0	AN
["A", "A", "a", "A", "A", "a", "A"]	["a", "a", "A", "A", "A", "A", "A"]	0	AN
["a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "a", "A", "a", "A", "a", "A", "a", "A", "a", "a", "a", "a", "a", "A", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "a", "A", "a", "A", "A", "A", "A", "a", "A", "a", "A", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a"]	["a", "A", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "A", "a"]	0	AN
["A", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "A", "a", "A", "a"]	["A", "a", "A", "A", "A", "a", "A", "a"]	0	AN
["a", "A", "a", "a", "A", "A", "a", "A", "a", "A", "a", "A"]	["a", "a", "a"]	0	AN
["A", "a", "a", "A", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "a", "A", "A", "a", "a", "a", "a", "A", "a", "a"]	["A", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "A", "a", "a", "A", "a"]	0	AN
["a", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "A", "A"]	["a", "a", "A", "a", "a", "a", "A", "a", "A", "A", "a"]	0	AN
["A", "A", "a", "a", "a", "a", "a", "a", "a", "A", "A", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "A", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "A", "a", "a", "A", "A", "A", "a", "A", "a", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "a", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "A", "a", "A", "a", "a", "a", "A", "A", "a", "A", "A", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "a", "a", "a", "A", "A", "a", "a", "a", "a", "a", "A", "a", "A", "A", "a", "a", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "A", "A", "a", "a", "A", "a", "A", "a", "A", "a", "A", "a", "a", "A", "a", "A", "a", "a", "A", "A", "a", "A", "a", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "a", "a", "A", "A", "a", "A", "A", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "A", "a", "A", "a", "A", "a", "A", "A", "a", "a", "a", "a", "a", "A", "A", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "a", "A", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "a", "A", "a", "A", "A", "A", "A", "a", "a", "a", "A", "A", "a", "a", "a", "A", "a", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "A", "A", "A", "a", "a", "a", "a", "a", "A", "a", "A", "A", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "A", "a", "A", "A", "a", "A", "A", "A", "a", "a", "A", "a", "A", "A", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "A", "A", "a", "A", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "a", "A", "A", "A", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "A", "A", "A", "A"]	["a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a", "a", "a", "A", "A", "A", "A", "a", "A", "A", "a", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "a", "a", "A", "a", "A", "A", "a"]	0	AN
["A", "A", "a", "A", "a", "A", "A", "A", "a", "a", "A", "A", "A", "a", "A", "a", "A", "a", "a", "a", "A", "a", "A", "A", "A", "a", "A", "a", "A", "a", "A", "a", "A", "A", "a", "a", "A", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "A", "a", "A", "A", "a", "a", "A", "A", "A", "A", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a", "A", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "A", "A", "a", "A", "A", "a"]	["a", "A", "a", "A", "a", "A", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "a", "A", "A", "A", "a", "a", "A", "a", "A", "a", "a", "A", "A", "a"]	0	AN
["A", "A", "a", "a", "A", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a"]	["a", "a", "a", "a", "a", "A", "A", "A", "A", "a", "A"]	0	AN
["a", "a", "A", "A", "A", "A", "A", "a", "A", "A", "a", "A", "A", "A", "A", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "A", "a", "A", "A", "A", "a", "A", "A", "A", "a", "A", "A", "a", "a", "a", "a", "A", "a", "A", "a", "A", "a", "a", "a", "a", "A", "A", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "A", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "A", "a", "A", "a", "a"]	["a", "a", "a", "A", "A", "A", "A", "A", "a"]	0	AN
["A", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "a", "a", "A", "A"]	["A", "A", "a", "a", "A", "a", "A", "A", "A", "A", "a", "a", "A", "a", "A", "a", "A"]	0	AN
["a", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "A", "a", "A", "A", "A", "A", "a", "A", "a", "A", "a", "A", "a", "a", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "a", "A", "A", "a", "a", "a", "A", "a", "a", "a", "A", "a", "A", "a", "a", "a", "A", "a", "A", "a", "A"]	["a", "a", "a", "A", "A", "a", "A", "A", "a", "a", "A", "a"]	0	AN
["A", "A", "A", "A"]	["A", "A", "A"]	0	AN
["A", "a", "A"]	["a", "A"]	0	AN
["A", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "A", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "a", "A", "A", "A", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A", "A", "a", "A", "a", "a", "A", "a", "a", "a", "A", "a", "a", "A", "a", "A"]	["a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "A", "A", "A", "a", "A", "a", "a", "a", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "A", "a"]	0	AN
["a", "a", "A", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "A", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "a", "a"]	["a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "A", "A", "a"]	0	AN
["A", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "a", "a", "a", "A", "A", "a", "A", "a", "a", "a", "a", "A", "a", "A"]	["a", "A", "a", "A", "A", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A"]	0	AN
["a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a"]	["a", "A"]	0	AN
["a", "a", "a", "a", "a", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "A", "a", "A", "A", "A", "a", "a", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a", "a", "a", "A", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "a", "A", "A", "a", "A", "a", "A", "A", "A", "A", "A", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "a", "a", "A", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "a", "A", "A", "a", "a", "a", "a", "A", "a", "A", "a", "A", "a", "A", "a", "A", "A", "A", "A", "a", "A", "A", "a", "A", "A", "a", "a", "A", "A", "A", "a", "A", "a", "a", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "A", "A", "A", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "A", "A", "a", "a", "A", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "A", "A", "A", "a", "a", "A", "A", "A", "A", "A", "a", "A", "A", "a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "a", "a", "a", "A", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a", "a", "A", "A", "A", "A", "A", "A", "a", "A", "a", "A", "a", "a", "A", "A", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "A", "a", "a", "A", "a", "A", "a", "A", "A", "A", "A", "A", "A", "a", "A", "a", "A", "A", "A", "a", "A", "A", "a", "A", "a", "a", "A", "A", "A", "a", "A", "a", "a", "a", "a", "A", "A", "a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "a", "a", "A", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "a", "A", "A", "a", "a", "A", "a", "a", "a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "A", "a", "a", "a", "A", "a", "a", "a", "A", "A", "A", "A", "a", "A", "A"]	["a", "A", "a", "a", "a", "A", "a", "A", "A", "a", "A", "A", "A", "A", "a", "a", "A", "A", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A"]	0	AN
["A", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "A", "A", "a", "a", "a", "a", "A", "a", "A", "A", "A", "a", "a", "A", "A", "a", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a", "A", "a", "A", "a", "A", "a", "a", "a", "a", "A", "A", "a", "a", "A", "a", "a"]	["A", "a", "a", "a", "a", "A", "A", "a", "A", "A", "A", "a", "A", "A", "a", "a", "A", "A", "a"]	0	AN
["a", "a", "A", "A", "a", "A", "A", "a", "a", "A", "a", "a", "a", "A", "a", "A", "A", "A", "a", "A", "A", "A", "A", "a", "A", "A", "A", "a", "A", "A", "A", "A", "A", "a", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "a", "A", "A", "A", "A", "a", "A", "A", "a", "A", "a", "A", "A", "a", "A", "a", "a", "a", "a"]	["A", "A", "a", "a", "a", "a", "A", "A", "A", "A", "a", "A", "a", "A", "A", "a", "A", "a", "a"]	0	AN
["a", "a", "A"]	["a", "a", "A"]	0	AN
["a", "A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "A", "a"]	["a", "A", "A", "A", "a"]	0	AN
["A", "A", "A"]	["A", "A"]	0	AN
["A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "A"]	["A"]	0	AN
["A", "a", "A", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "A", "A", "a", "a", "a", "a", "A", "a", "A", "A", "A", "a", "a", "a", "A", "A", "a", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "A", "a", "A", "a", "a", "A", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "A", "a", "A", "a", "a", "A", "A", "A", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "A", "A", "A", "a", "a", "A", "A", "a", "a", "a", "a", "A", "A", "a", "a", "A", "A", "A", "A", "A", "A", "a", "a", "A", "A", "a", "a", "A", "A", "A", "a", "A", "A", "A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "A", "a", "a", "A", "A", "a", "A", "A", "A", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "a", "A", "A", "a", "A", "a", "a", "A", "a", "A", "a", "A", "a", "A", "A", "a", "a", "A", "A", "a", "a", "a", "a", "a", "A", "A", "a", "a", "A", "A", "A", "A", "A", "a", "A", "A", "a", "a", "a", "a", "a", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "A", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "A", "A", "A", "a", "a", "A", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "a", "A", "a", "A", "A", "A", "A", "a", "A", "a", "a", "A", "A", "A", "a", "a", "a"]	["a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "A", "a", "A", "A", "a"]	0	AN
["A", "A", "a", "A", "A", "A", "a", "A", "A", "A", "a", "a", "a", "a", "A"]	["a", "a", "a", "A", "A", "a", "a", "A", "A", "A"]	0	AN
["A", "a", "a", "a", "A", "a", "a", "A", "a"]	["A", "A", "a", "a", "a", "a", "a"]	0	AN
["A", "A", "a", "a", "A", "A", "a", "A", "a", "A", "a", "A", "a", "A", "a", "a", "a", "A", "A", "A", "a", "a", "a", "a", "A", "A", "a", "a", "a", "a", "a", "A", "A", "A", "A", "A", "a", "a", "A"]	["a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "a", "A", "A", "a"]	0	AN
["a", "a", "A", "a", "A", "a", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "A", "a", "a", "a", "a", "A", "A", "a", "A", "A", "a", "a", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "A", "a", "a", "A", "A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "a", "a", "A", "a", "A", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "A", "a", "A", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "a", "a"]	["a", "a", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "A", "A", "a", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "a"]	0	AN
["a", "A", "A", "a", "A"]	["A", "a", "A"]	0	AN
["a", "a", "a", "A", "A", "a", "a", "A", "a", "A", "a", "a", "a", "A", "A", "a", "a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "A", "a", "A", "A", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "a", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "A", "A", "A", "A", "a", "a", "a", "a", "a", "a", "A", "A", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "a", "a", "a", "a", "A", "A", "a", "a", "A", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "a", "a", "A", "A", "a", "a", "a", "a", "a", "a", "a", "a", "A", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "a", "a", "A", "a", "a", "a", "a", "a", "A", "a", "A", "a", "A", "A", "a", "A", "A", "a", "A", "A", "A", "a", "a", "a", "a"]	["a", "A", "a", "a", "a", "A", "a", "a", "A", "a", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "A", "A", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "A", "a", "a", "a", "A", "a", "A"]	0	AN
["a", "a", "a", "A", "a", "A"]	["a", "A", "a"]	0	AN
["A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "A", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "A", "a", "a", "A", "a", "A", "a", "A", "a", "A", "A", "A", "A", "A", "a", "a", "a", "A", "a", "a", "A", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "a", "A", "a", "A", "A", "A", "A", "A", "A", "a", "a", "a", "A", "A", "a", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "A", "A", "a", "a", "a", "A", "A", "A", "A", "A", "A", "A", "A", "a"]	["a", "A", "A", "a", "a", "A", "a"]	0	AN
["A", "a", "a", "a", "A", "A"]	["a", "a", "A", "A", "A"]	0	AN
["A", "a", "a", "A", "a", "a", "a", "a", "A", "a", "A", "A", "A", "A", "A", "A", "A", "a", "A", "a", "A", "a", "A", "A", "A", "A", "a", "a", "A", "a", "a", "A", "a", "A", "a", "A", "A", "A", "a", "A", "a", "a", "A", "a"]	["a", "A", "A", "A", "a", "a"]	0	AN
["A", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "A", "A", "a", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "A", "a", "a", "a", "a", "a", "A", "a", "a", "A", "a", "a", "a", "a", "A", "a", "a", "a", "A", "A"]	["a", "A", "a", "A", "a", "a", "A", "a", "a", "a", "a", "a", "A", "a", "A", "A", "A", "a", "a"]	0	AN
["A", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "A", "A", "a", "a", "a", "a", "A", "A", "A", "a", "A", "A", "A", "a", "a", "A"]	["a", "a", "A", "a", "A", "a", "a", "A", "A", "A", "A", "A", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a"]	0	AN
["A", "a", "a", "A", "a"]	["a"]	0	AN
["A", "a", "a", "A", "A", "a", "A", "A", "a", "A", "a", "a", "a", "A", "a", "a", "A", "A", "A", "a", "A", "A", "a", "a", "A", "a", "a", "A", "A", "a", "A", "a"]	["a", "a", "A", "A", "a", "a", "A", "A", "A", "a", "A", "a", "A", "A", "a", "a", "a", "A", "A", "A", "a", "A", "a", "A", "a"]	0	AN
